Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
2011-10-31T00:00:00,20111031,2011,CY 2011,20114,Q4-2011,201110,October 2011,10,October,2,Monday,2012,FY 2012,2,Q2,20122,Q2-2012,4,October,WorkDay,0,None,Holiday,None,None
2005-04-01T00:00:00,20050401,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-04T00:00:00,20050404,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-05T00:00:00,20050405,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-06T00:00:00,20050406,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-07T00:00:00,20050407,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-08T00:00:00,20050408,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-11T00:00:00,20050411,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-12T00:00:00,20050412,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-13T00:00:00,20050413,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-14T00:00:00,20050414,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-15T00:00:00,20050415,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-18T00:00:00,20050418,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-19T00:00:00,20050419,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-20T00:00:00,20050420,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-21T00:00:00,20050421,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-22T00:00:00,20050422,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-25T00:00:00,20050425,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-26T00:00:00,20050426,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-27T00:00:00,20050427,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-28T00:00:00,20050428,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2005-04-29T00:00:00,20050429,2005,CY 2005,20052,Q2-2005,200504,April 2005,4,April,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-03T00:00:00,20060403,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,2,Monday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-04T00:00:00,20060404,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,3,Tuesday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-05T00:00:00,20060405,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,4,Wednesday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-06T00:00:00,20060406,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,5,Thursday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-07T00:00:00,20060407,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,6,Friday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-10T00:00:00,20060410,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,2,Monday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-11T00:00:00,20060411,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,3,Tuesday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-12T00:00:00,20060412,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,4,Wednesday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-13T00:00:00,20060413,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,5,Thursday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-14T00:00:00,20060414,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,6,Friday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-17T00:00:00,20060417,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,2,Monday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-18T00:00:00,20060418,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,3,Tuesday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-19T00:00:00,20060419,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,4,Wednesday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-20T00:00:00,20060420,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,5,Thursday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-21T00:00:00,20060421,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,6,Friday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-24T00:00:00,20060424,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,2,Monday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-25T00:00:00,20060425,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,3,Tuesday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-26T00:00:00,20060426,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,4,Wednesday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-27T00:00:00,20060427,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,5,Thursday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2006-04-28T00:00:00,20060428,2006,CY 2006,20062,Q2-2006,200604,April 2006,4,April,6,Friday,2006,FY 2006,4,Q4,20064,Q4-2006,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-02T00:00:00,20070402,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,2,Monday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-03T00:00:00,20070403,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,3,Tuesday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-04T00:00:00,20070404,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,4,Wednesday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-05T00:00:00,20070405,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,5,Thursday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-06T00:00:00,20070406,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,6,Friday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-09T00:00:00,20070409,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,2,Monday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-10T00:00:00,20070410,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,3,Tuesday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-11T00:00:00,20070411,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,4,Wednesday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-12T00:00:00,20070412,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,5,Thursday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-13T00:00:00,20070413,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,6,Friday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-16T00:00:00,20070416,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,2,Monday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-17T00:00:00,20070417,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,3,Tuesday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-18T00:00:00,20070418,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,4,Wednesday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-19T00:00:00,20070419,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,5,Thursday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-20T00:00:00,20070420,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,6,Friday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-23T00:00:00,20070423,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,2,Monday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-24T00:00:00,20070424,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,3,Tuesday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-25T00:00:00,20070425,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,4,Wednesday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-26T00:00:00,20070426,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,5,Thursday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-27T00:00:00,20070427,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,6,Friday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2007-04-30T00:00:00,20070430,2007,CY 2007,20072,Q2-2007,200704,April 2007,4,April,2,Monday,2007,FY 2007,4,Q4,20074,Q4-2007,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-01T00:00:00,20080401,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-02T00:00:00,20080402,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-03T00:00:00,20080403,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-04T00:00:00,20080404,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-07T00:00:00,20080407,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-08T00:00:00,20080408,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-09T00:00:00,20080409,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-10T00:00:00,20080410,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-11T00:00:00,20080411,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-14T00:00:00,20080414,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-15T00:00:00,20080415,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-16T00:00:00,20080416,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-17T00:00:00,20080417,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-18T00:00:00,20080418,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-21T00:00:00,20080421,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-22T00:00:00,20080422,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-23T00:00:00,20080423,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-24T00:00:00,20080424,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-25T00:00:00,20080425,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-28T00:00:00,20080428,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-29T00:00:00,20080429,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2008-04-30T00:00:00,20080430,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-01T00:00:00,20090401,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,4,Wednesday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-02T00:00:00,20090402,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,5,Thursday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-03T00:00:00,20090403,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,6,Friday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-06T00:00:00,20090406,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,2,Monday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-07T00:00:00,20090407,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,3,Tuesday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-08T00:00:00,20090408,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,4,Wednesday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-09T00:00:00,20090409,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,5,Thursday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-10T00:00:00,20090410,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,6,Friday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-13T00:00:00,20090413,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,2,Monday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-14T00:00:00,20090414,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,3,Tuesday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-15T00:00:00,20090415,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,4,Wednesday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-16T00:00:00,20090416,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,5,Thursday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-17T00:00:00,20090417,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,6,Friday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-20T00:00:00,20090420,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,2,Monday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-21T00:00:00,20090421,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,3,Tuesday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-22T00:00:00,20090422,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,4,Wednesday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-23T00:00:00,20090423,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,5,Thursday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-24T00:00:00,20090424,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,6,Friday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-27T00:00:00,20090427,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,2,Monday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-28T00:00:00,20090428,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,3,Tuesday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-29T00:00:00,20090429,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,4,Wednesday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2009-04-30T00:00:00,20090430,2009,CY 2009,20092,Q2-2009,200904,April 2009,4,April,5,Thursday,2009,FY 2009,4,Q4,20094,Q4-2009,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-01T00:00:00,20100401,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,5,Thursday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-02T00:00:00,20100402,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,6,Friday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-05T00:00:00,20100405,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,2,Monday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-06T00:00:00,20100406,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,3,Tuesday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-07T00:00:00,20100407,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,4,Wednesday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-08T00:00:00,20100408,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,5,Thursday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-09T00:00:00,20100409,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,6,Friday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-12T00:00:00,20100412,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,2,Monday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-13T00:00:00,20100413,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,3,Tuesday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-14T00:00:00,20100414,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,4,Wednesday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-15T00:00:00,20100415,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,5,Thursday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-16T00:00:00,20100416,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,6,Friday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-19T00:00:00,20100419,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,2,Monday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-20T00:00:00,20100420,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,3,Tuesday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-21T00:00:00,20100421,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,4,Wednesday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-22T00:00:00,20100422,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,5,Thursday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-23T00:00:00,20100423,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,6,Friday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-26T00:00:00,20100426,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,2,Monday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-27T00:00:00,20100427,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,3,Tuesday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-28T00:00:00,20100428,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,4,Wednesday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
2010-04-29T00:00:00,20100429,2010,CY 2010,20102,Q2-2010,201004,April 2010,4,April,5,Thursday,2010,FY 2010,4,Q4,20104,Q4-2010,10,April,WorkDay,0,None,None,None,Spring/Back to School
